id	Refractivity	Maximal projection area	Maximal projection radius	Length perpendicular to the max area	Minimal projection area	Minimal projection radius	Length perpendicular to the min area	molecular	molecular	molecular	molecular	molecular	molecular	molecular	molecular	molecular	molecular	Van der Waals surface area (3D)	Van der Waals surface area (3D)	Van der Waals surface area (3D)	Van der Waals surface area (3D)	Van der Waals surface area (3D)	ASA	ASA	ASA	ASA	ASA	ASA+	ASA+	ASA+	ASA+	ASA+	ASA-	ASA-	ASA-	ASA-	ASA-	ASA_H	ASA_H	ASA_H	ASA_H	ASA_H	ASA_P	ASA_P	ASA_P	ASA_P	ASA_P	acceptorcount	acceptorcount	acceptorcount	acceptorcount	acceptorcount	donorcount	donorcount	donorcount	donorcount	donorcount	Polar surface area	Polar surface area	Polar surface area	Polar surface area	Polar surface area
11	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
12	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
13	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
14	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
15	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
16	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
17	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
18	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
19	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
20	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
21	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
22	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
23	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
24	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
25	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
26	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	34.14	34.14	34.14	34.14	34.14
27	refractivity:FAILED	maximalprojectionarea:FAILED	maximalprojectionradius:FAILED	maximalprojectionsize:FAILED	minimalprojectionarea:FAILED	minimalprojectionradius:FAILED	minimalprojectionsize:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	avgpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	molpol:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	vdwsa:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	molecularsurfacearea:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	acceptorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	donorcount:FAILED	58.52	64.16	62.96	62.96	62.96
