Compound,refractivity,maximalprojectionarea,maximalprojectionradius,maximalprojectionsize,minimalprojectionarea,minimalprojectionradius,minimalprojectionsize,avgpol_nominal,avgpol_ph7,molpol_nominal,molpol_ph7,vanderwaals_nominal,vanderwaals_ph7,asa_nominal,asa_ph7,asa+_nominal,asa+_ph7,asa-_nominal,asa-_ph7,asa_hydrophobic_nominal,asa_hydrophobic_ph7,asa_polar_nominal,asa_polar_ph7,hbda_acc_nominal,hbda_acc_ph7,hbda_don_nominal,hbda_don_ph7,polar_surface_area_nominal,polar_surface_area_ph7
NCCCN,22.73,33.27,4.47,5.18,19.27,2.78,8.8,9.06,9.74,9.32,9.18,152.37,162.05,245.49,240.84,176.09,197.61,69.4,43.22,220.4,142.53,25.09,98.31,2,0,2,2,52.04,55.28
